timestep,reward
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
206,2.0
